case,kind,history,policy,eligible,collateral,recovered,changed,status
92,set,0013,snapshot,False,True,False,True,compensated
92,set,0013,mapped,False,True,False,True,compensated
92,set,0013,value,False,False,False,False,conflict
92,set,0013,object,False,False,False,False,conflict
92,set,0013,field,False,False,False,False,conflict
92,set,0013,undoscope,False,False,False,False,conflict
92,set,0013,deny,False,False,False,False,denied
93,set,0020,snapshot,False,True,False,True,compensated
93,set,0020,mapped,False,True,False,True,compensated
93,set,0020,value,False,True,False,True,compensated
93,set,0020,object,False,False,False,False,conflict
93,set,0020,field,False,False,False,False,conflict
93,set,0020,undoscope,False,False,False,False,conflict
93,set,0020,deny,False,False,False,False,denied
94,set,0021,snapshot,False,True,False,True,compensated
94,set,0021,mapped,False,True,False,True,compensated
94,set,0021,value,False,False,False,False,conflict
94,set,0021,object,False,False,False,False,conflict
94,set,0021,field,False,False,False,False,conflict
94,set,0021,undoscope,False,False,False,False,conflict
94,set,0021,deny,False,False,False,False,denied
95,set,0022,snapshot,False,True,False,True,compensated
95,set,0022,mapped,False,True,False,True,compensated
95,set,0022,value,False,False,False,False,conflict
95,set,0022,object,False,False,False,False,conflict
95,set,0022,field,False,False,False,False,conflict
95,set,0022,undoscope,False,False,False,False,conflict
95,set,0022,deny,False,False,False,False,denied
96,set,0023,snapshot,False,True,False,True,compensated
96,set,0023,mapped,False,True,False,True,compensated
96,set,0023,value,False,False,False,False,conflict
96,set,0023,object,False,False,False,False,conflict
96,set,0023,field,False,False,False,False,conflict
96,set,0023,undoscope,False,False,False,False,conflict
96,set,0023,deny,False,False,False,False,denied
97,set,0030,snapshot,False,True,False,True,compensated
97,set,0030,mapped,False,True,False,True,compensated
97,set,0030,value,False,True,False,True,compensated
97,set,0030,object,False,False,False,False,conflict
97,set,0030,field,False,False,False,False,conflict
97,set,0030,undoscope,False,False,False,False,conflict
97,set,0030,deny,False,False,False,False,denied
98,set,0031,snapshot,False,True,False,True,compensated
98,set,0031,mapped,False,True,False,True,compensated
98,set,0031,value,False,False,False,False,conflict
98,set,0031,object,False,False,False,False,conflict
98,set,0031,field,False,False,False,False,conflict
98,set,0031,undoscope,False,False,False,False,conflict
98,set,0031,deny,False,False,False,False,denied
99,set,0032,snapshot,False,True,False,True,compensated
99,set,0032,mapped,False,True,False,True,compensated
99,set,0032,value,False,False,False,False,conflict
99,set,0032,object,False,False,False,False,conflict
99,set,0032,field,False,False,False,False,conflict
99,set,0032,undoscope,False,False,False,False,conflict
99,set,0032,deny,False,False,False,False,denied
100,set,0033,snapshot,False,True,False,True,compensated
100,set,0033,mapped,False,True,False,True,compensated
100,set,0033,value,False,True,False,True,compensated
100,set,0033,object,False,False,False,False,conflict
100,set,0033,field,False,False,False,False,conflict
100,set,0033,undoscope,False,False,False,False,conflict
100,set,0033,deny,False,False,False,False,denied
101,set,0100,snapshot,False,True,False,True,compensated
101,set,0100,mapped,False,True,False,True,compensated
101,set,0100,value,False,True,False,True,compensated
101,set,0100,object,False,False,False,False,conflict
101,set,0100,field,False,False,False,False,conflict
101,set,0100,undoscope,False,False,False,False,conflict
101,set,0100,deny,False,False,False,False,denied
102,set,0101,snapshot,False,True,False,True,compensated
102,set,0101,mapped,False,True,False,True,compensated
102,set,0101,value,False,False,False,False,conflict
102,set,0101,object,False,False,False,False,conflict
102,set,0101,field,False,False,False,False,conflict
102,set,0101,undoscope,False,False,False,False,conflict
102,set,0101,deny,False,False,False,False,denied
103,set,0102,snapshot,False,True,False,True,compensated
103,set,0102,mapped,False,True,False,True,compensated
103,set,0102,value,False,False,False,False,conflict
103,set,0102,object,False,False,False,False,conflict
103,set,0102,field,False,False,False,False,conflict
103,set,0102,undoscope,False,False,False,False,conflict
103,set,0102,deny,False,False,False,False,denied
104,set,0103,snapshot,False,True,False,True,compensated
104,set,0103,mapped,False,True,False,True,compensated
104,set,0103,value,False,True,False,True,compensated
104,set,0103,object,False,False,False,False,conflict
104,set,0103,field,False,False,False,False,conflict
104,set,0103,undoscope,False,False,False,False,conflict
104,set,0103,deny,False,False,False,False,denied
105,set,0110,snapshot,False,True,False,True,compensated
105,set,0110,mapped,False,True,False,True,compensated
105,set,0110,value,False,True,False,True,compensated
105,set,0110,object,False,False,False,False,conflict
105,set,0110,field,False,False,False,False,conflict
105,set,0110,undoscope,False,False,False,False,conflict
105,set,0110,deny,False,False,False,False,denied
106,set,0111,snapshot,False,True,False,True,compensated
106,set,0111,mapped,False,True,False,True,compensated
106,set,0111,value,False,False,False,False,conflict
106,set,0111,object,False,False,False,False,conflict
106,set,0111,field,False,False,False,False,conflict
106,set,0111,undoscope,False,False,False,False,conflict
106,set,0111,deny,False,False,False,False,denied
107,set,0112,snapshot,False,True,False,True,compensated
107,set,0112,mapped,False,True,False,True,compensated
107,set,0112,value,False,False,False,False,conflict
107,set,0112,object,False,False,False,False,conflict
107,set,0112,field,False,False,False,False,conflict
107,set,0112,undoscope,False,False,False,False,conflict
107,set,0112,deny,False,False,False,False,denied
108,set,0113,snapshot,False,True,False,True,compensated
108,set,0113,mapped,False,True,False,True,compensated
108,set,0113,value,False,False,False,False,conflict
108,set,0113,object,False,False,False,False,conflict
108,set,0113,field,False,False,False,False,conflict
108,set,0113,undoscope,False,False,False,False,conflict
108,set,0113,deny,False,False,False,False,denied
109,set,0120,snapshot,False,True,False,True,compensated
109,set,0120,mapped,False,True,False,True,compensated
109,set,0120,value,False,True,False,True,compensated
109,set,0120,object,False,False,False,False,conflict
109,set,0120,field,False,False,False,False,conflict
109,set,0120,undoscope,False,False,False,False,conflict
109,set,0120,deny,False,False,False,False,denied
110,set,0121,snapshot,False,True,False,True,compensated
110,set,0121,mapped,False,True,False,True,compensated
110,set,0121,value,False,False,False,False,conflict
110,set,0121,object,False,False,False,False,conflict
110,set,0121,field,False,False,False,False,conflict
110,set,0121,undoscope,False,False,False,False,conflict
110,set,0121,deny,False,False,False,False,denied
111,set,0122,snapshot,False,True,False,True,compensated
111,set,0122,mapped,False,True,False,True,compensated
111,set,0122,value,False,False,False,False,conflict
111,set,0122,object,False,False,False,False,conflict
111,set,0122,field,False,False,False,False,conflict
111,set,0122,undoscope,False,False,False,False,conflict
111,set,0122,deny,False,False,False,False,denied
112,set,0123,snapshot,False,True,False,True,compensated
112,set,0123,mapped,False,True,False,True,compensated
112,set,0123,value,False,False,False,False,conflict
112,set,0123,object,False,False,False,False,conflict
112,set,0123,field,False,False,False,False,conflict
112,set,0123,undoscope,False,False,False,False,conflict
112,set,0123,deny,False,False,False,False,denied
113,set,0130,snapshot,False,True,False,True,compensated
113,set,0130,mapped,False,True,False,True,compensated
113,set,0130,value,False,True,False,True,compensated
113,set,0130,object,False,False,False,False,conflict
113,set,0130,field,False,False,False,False,conflict
113,set,0130,undoscope,False,False,False,False,conflict
113,set,0130,deny,False,False,False,False,denied
114,set,0131,snapshot,False,True,False,True,compensated
114,set,0131,mapped,False,True,False,True,compensated
114,set,0131,value,False,False,False,False,conflict
114,set,0131,object,False,False,False,False,conflict
114,set,0131,field,False,False,False,False,conflict
114,set,0131,undoscope,False,False,False,False,conflict
114,set,0131,deny,False,False,False,False,denied
115,set,0132,snapshot,False,True,False,True,compensated
115,set,0132,mapped,False,True,False,True,compensated
115,set,0132,value,False,False,False,False,conflict
115,set,0132,object,False,False,False,False,conflict
115,set,0132,field,False,False,False,False,conflict
115,set,0132,undoscope,False,False,False,False,conflict
115,set,0132,deny,False,False,False,False,denied
116,set,0133,snapshot,False,True,False,True,compensated
116,set,0133,mapped,False,True,False,True,compensated
116,set,0133,value,False,False,False,False,conflict
116,set,0133,object,False,False,False,False,conflict
116,set,0133,field,False,False,False,False,conflict
116,set,0133,undoscope,False,False,False,False,conflict
116,set,0133,deny,False,False,False,False,denied
117,set,0200,snapshot,False,True,False,True,compensated
117,set,0200,mapped,False,True,False,True,compensated
117,set,0200,value,False,True,False,True,compensated
117,set,0200,object,False,False,False,False,conflict
117,set,0200,field,False,False,False,False,conflict
117,set,0200,undoscope,False,False,False,False,conflict
117,set,0200,deny,False,False,False,False,denied
118,set,0201,snapshot,False,True,False,True,compensated
118,set,0201,mapped,False,True,False,True,compensated
118,set,0201,value,False,False,False,False,conflict
118,set,0201,object,False,False,False,False,conflict
118,set,0201,field,False,False,False,False,conflict
118,set,0201,undoscope,False,False,False,False,conflict
118,set,0201,deny,False,False,False,False,denied
119,set,0202,snapshot,False,True,False,True,compensated
119,set,0202,mapped,False,True,False,True,compensated
119,set,0202,value,False,False,False,False,conflict
119,set,0202,object,False,False,False,False,conflict
119,set,0202,field,False,False,False,False,conflict
119,set,0202,undoscope,False,False,False,False,conflict
119,set,0202,deny,False,False,False,False,denied
120,set,0203,snapshot,False,True,False,True,compensated
120,set,0203,mapped,False,True,False,True,compensated
120,set,0203,value,False,True,False,True,compensated
120,set,0203,object,False,False,False,False,conflict
120,set,0203,field,False,False,False,False,conflict
120,set,0203,undoscope,False,False,False,False,conflict
120,set,0203,deny,False,False,False,False,denied
121,set,0210,snapshot,False,True,False,True,compensated
121,set,0210,mapped,False,True,False,True,compensated
121,set,0210,value,False,True,False,True,compensated
121,set,0210,object,False,False,False,False,conflict
121,set,0210,field,False,False,False,False,conflict
121,set,0210,undoscope,False,False,False,False,conflict
121,set,0210,deny,False,False,False,False,denied
122,set,0211,snapshot,False,True,False,True,compensated
122,set,0211,mapped,False,True,False,True,compensated
122,set,0211,value,False,False,False,False,conflict
122,set,0211,object,False,False,False,False,conflict
